"pathwayRes","pathway","pathwayTitle","PubChem"
"https://identifiers.org/wikipathways/WP266_r124926","WP266","Triglyceride biosynthesis","CID123996"
"https://identifiers.org/wikipathways/WP91_r124911","WP91","Fatty acid oxidation","CID123996"
"https://identifiers.org/wikipathways/WP462_r126683","WP462","Pantothenate and coenzyme A biosynthesis","CID123996"
"https://identifiers.org/wikipathways/WP220_r117334","WP220","Ribose and deoxyribose phosphate metabolism","CID6175"
"https://identifiers.org/wikipathways/WP95_r126209","WP95","Pyrimidine ribonucleotide salvage pathways","CID6175"
"https://identifiers.org/wikipathways/WP228_r109414","WP228","Deoxyribose phosphate metabolism","CID6175"
"https://identifiers.org/wikipathways/WP220_r117334","WP220","Ribose and deoxyribose phosphate metabolism","CID1135"
"https://identifiers.org/wikipathways/WP228_r109414","WP228","Deoxyribose phosphate metabolism","CID1135"
"https://identifiers.org/wikipathways/WP220_r117334","WP220","Ribose and deoxyribose phosphate metabolism","CID1174"
"https://identifiers.org/wikipathways/WP95_r126209","WP95","Pyrimidine ribonucleotide salvage pathways","CID1174"
"https://identifiers.org/wikipathways/WP228_r109414","WP228","Deoxyribose phosphate metabolism","CID1174"
"https://identifiers.org/wikipathways/WP346_r117330","WP346","Protein modifications","CID447277"
"https://identifiers.org/wikipathways/WP1070_r118367","WP1070","Cholesterol biosynthesis","CID447277"
"https://identifiers.org/wikipathways/WP1186_r117442","WP1186","Cholesterol biosynthesis","CID447277"
"https://identifiers.org/wikipathways/WP952_r117384","WP952","Cholesterol biosynthesis","CID447277"
"https://identifiers.org/wikipathways/WP5304_r125192","WP5304","Cholesterol metabolism","CID447277"
"https://identifiers.org/wikipathways/WP833_r117191","WP833","Cholesterol biosynthesis","CID447277"
"https://identifiers.org/wikipathways/WP103_r116834","WP103","Cholesterol biosynthesis","CID447277"
"https://identifiers.org/wikipathways/WP1387_r116846","WP1387","Cholesterol biosynthesis","CID447277"
"https://identifiers.org/wikipathways/WP197_r120482","WP197","Cholesterol biosynthesis pathway","CID447277"
"https://identifiers.org/wikipathways/WP5333_r126539","WP5333","Enterocyte cholesterol metabolism","CID447277"
"https://identifiers.org/wikipathways/WP331_r117349","WP331","Threonine biosynthesis","CID12647"
"https://identifiers.org/wikipathways/WP423_r117348","WP423","Threonine and methionine biosynthesis","CID12647"
"https://identifiers.org/wikipathways/WP46_r117317","WP46","Methionine degradation","CID12647"
"https://identifiers.org/wikipathways/WP7_r125063","WP7","Sulfur amino acid biosynthesis","CID12647"
"https://identifiers.org/wikipathways/WP256_r125521","WP256","Cysteine biosynthesis from homoserine","CID12647"
"https://identifiers.org/wikipathways/WP321_r117315","WP321","Nucleotide metabolism","CID790"
"https://identifiers.org/wikipathways/WP463_r117332","WP463","Purine fermentation","CID790"
"https://identifiers.org/wikipathways/WP3211_r117575","WP3211","Nucleotide metabolism","CID790"
"https://identifiers.org/wikipathways/WP257_r117340","WP257","Starch and cellulose biosynthesis","CID10991489"
"https://identifiers.org/wikipathways/WP257_r117340","WP257","Starch and cellulose biosynthesis","CID439186"
"https://identifiers.org/wikipathways/WP257_r117340","WP257","Starch and cellulose biosynthesis","CID181526"
"https://identifiers.org/wikipathways/WP478_r117297","WP478","Glycogen catabolism","CID10991489"
"https://identifiers.org/wikipathways/WP478_r117297","WP478","Glycogen catabolism","CID439186"
"https://identifiers.org/wikipathways/WP478_r117297","WP478","Glycogen catabolism","CID181526"
"https://identifiers.org/wikipathways/WP321_r117315","WP321","Nucleotide metabolism","CID1188"
"https://identifiers.org/wikipathways/WP463_r117332","WP463","Purine fermentation","CID1188"
"https://identifiers.org/wikipathways/WP3211_r117575","WP3211","Nucleotide metabolism","CID1188"
"https://identifiers.org/wikipathways/WP321_r117315","WP321","Nucleotide metabolism","CID1175"
"https://identifiers.org/wikipathways/WP3211_r117575","WP3211","Nucleotide metabolism","CID1175"
"https://identifiers.org/wikipathways/WP112_r117329","WP112","Principal pathways of carbon metabolism","CID525"
"https://identifiers.org/wikipathways/WP296_r117347","WP296","TCA cycle - detailed","CID525"
"https://identifiers.org/wikipathways/WP515_r117299","WP515","Glycolysis and gluconeogenesis","CID525"
"https://identifiers.org/wikipathways/WP490_r124735","WP490","TCA cycle","CID525"
"https://identifiers.org/wikipathways/WP156_r102416","WP156","Gluconeogenesis","CID525"
"https://identifiers.org/wikipathways/WP390_r102418","WP390","Serine-isocitrate lyase pathway","CID525"
"https://identifiers.org/wikipathways/WP3916_r123359","WP3916","Hexoses metabolism in proximal tubules","CID525"
"https://identifiers.org/wikipathways/WP3262_r123267","WP3262","Alanine and aspartate metabolism","CID525"
"https://identifiers.org/wikipathways/WP106_r126966","WP106","Alanine and aspartate metabolism","CID525"
"https://identifiers.org/wikipathways/WP290_r117328","WP290","Polyamine biosynthesis","CID6262"
"https://identifiers.org/wikipathways/WP321_r117315","WP321","Nucleotide metabolism","CID6262"
"https://identifiers.org/wikipathways/WP3211_r117575","WP3211","Nucleotide metabolism","CID6262"
"https://identifiers.org/wikipathways/WP54_r89653","WP54","Arginine degradation","CID6262"
"https://identifiers.org/wikipathways/WP275_r120446","WP275","Arginine biosynthesis","CID6262"
"https://identifiers.org/wikipathways/WP3245_r123273","WP3245","Urea cycle and metabolism of amino groups","CID6262"
"https://identifiers.org/wikipathways/WP497_r119105","WP497","Urea cycle and metabolism of amino groups","CID6262"
"https://identifiers.org/wikipathways/WP67_r117278","WP67","Asparagine biosynthesis","CID6267"
"https://identifiers.org/wikipathways/WP432_r89547","WP432","Asparagine degradation","CID6267"
"https://identifiers.org/wikipathways/WP3262_r123267","WP3262","Alanine and aspartate metabolism","CID6267"
"https://identifiers.org/wikipathways/WP106_r126966","WP106","Alanine and aspartate metabolism","CID6267"
"https://identifiers.org/wikipathways/WP3168_r117480","WP3168","Biogenic amine synthesis","CID6274"
"https://identifiers.org/wikipathways/WP550_r126245","WP550","Biogenic amine synthesis","CID6274"
"https://identifiers.org/wikipathways/WP416_r122754","WP416","Histidine, purine, and pyrimidine superpathway","CID6274"
"https://identifiers.org/wikipathways/WP95_r126209","WP95","Pyrimidine ribonucleotide salvage pathways","CID597"
"https://identifiers.org/wikipathways/WP290_r117328","WP290","Polyamine biosynthesis","CID1103"
"https://identifiers.org/wikipathways/WP321_r117315","WP321","Nucleotide metabolism","CID1103"
"https://identifiers.org/wikipathways/WP3211_r117575","WP3211","Nucleotide metabolism","CID1103"
"https://identifiers.org/wikipathways/WP2207_r117414","WP2207","Beta-alanine biosynthesis","CID1103"
"https://identifiers.org/wikipathways/WP3245_r123273","WP3245","Urea cycle and metabolism of amino groups","CID1103"
"https://identifiers.org/wikipathways/WP497_r119105","WP497","Urea cycle and metabolism of amino groups","CID1103"
"https://identifiers.org/wikipathways/WP462_r126683","WP462","Pantothenate and coenzyme A biosynthesis","CID1103"
"https://identifiers.org/wikipathways/WP1518_r117273","WP1518","Aspartate biosynthesis","CID767"
"https://identifiers.org/wikipathways/WP1518_r117273","WP1518","Aspartate biosynthesis","CID769"
"https://identifiers.org/wikipathways/WP575_r89136","WP575","Anaerobic respiration","CID23666456"
"https://identifiers.org/wikipathways/WP198_r117306","WP198","Isoleucine, leucine, and valine biosynthesis","CID6287"
"https://identifiers.org/wikipathways/WP359_r117304","WP359","Isoleucine and valine biosynthesis","CID6287"
"https://identifiers.org/wikipathways/WP198_r117306","WP198","Isoleucine, leucine, and valine biosynthesis","CID6288"
"https://identifiers.org/wikipathways/WP331_r117349","WP331","Threonine biosynthesis","CID6288"
"https://identifiers.org/wikipathways/WP359_r117304","WP359","Isoleucine and valine biosynthesis","CID6288"
"https://identifiers.org/wikipathways/WP423_r117348","WP423","Threonine and methionine biosynthesis","CID6288"
"https://identifiers.org/wikipathways/WP261_r92999","WP261","Glycine biosynthesis","CID6288"
"https://identifiers.org/wikipathways/WP112_r117329","WP112","Principal pathways of carbon metabolism","CID444493"
"https://identifiers.org/wikipathways/WP132_r117277","WP132","Cholesterol biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP137_r117288","WP137","Fatty acid biosynthesis, initial steps","CID444493"
"https://identifiers.org/wikipathways/WP159_r117359","WP159","UDP-N-acetylgalactosamine biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP180_r117308","WP180","Leucine biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP181_r117318","WP181","P-cymene degradation","CID444493"
"https://identifiers.org/wikipathways/WP198_r117306","WP198","Isoleucine, leucine, and valine biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP296_r117347","WP296","TCA cycle - detailed","CID444493"
"https://identifiers.org/wikipathways/WP359_r117304","WP359","Isoleucine and valine biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP423_r117348","WP423","Threonine and methionine biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP515_r117299","WP515","Glycolysis and gluconeogenesis","CID444493"
"https://identifiers.org/wikipathways/WP1015_r117614","WP1015","Ketone bodies synthesis and degradation","CID444493"
"https://identifiers.org/wikipathways/WP1070_r118367","WP1070","Cholesterol biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP981_r117571","WP981","Nuclear receptors in lipid metabolism and toxicity","CID444493"
"https://identifiers.org/wikipathways/WP1034_r117472","WP1034","Acetylcholine synthesis","CID444493"
"https://identifiers.org/wikipathways/WP1134_r117463","WP1134","Ketone bodies synthesis and degradation","CID444493"
"https://identifiers.org/wikipathways/WP898_r117411","WP898","Ketone bodies synthesis and degradation","CID444493"
"https://identifiers.org/wikipathways/WP490_r124735","WP490","TCA cycle","CID444493"
"https://identifiers.org/wikipathways/WP5304_r125192","WP5304","Cholesterol metabolism","CID444493"
"https://identifiers.org/wikipathways/WP280_r89704","WP280","Carbon monoxide dehydrogenase pathway","CID444493"
"https://identifiers.org/wikipathways/WP390_r102418","WP390","Serine-isocitrate lyase pathway","CID444493"
"https://identifiers.org/wikipathways/WP1008_r105985","WP1008","Amino acid conjugation of benzoic acid","CID444493"
"https://identifiers.org/wikipathways/WP3248_r105983","WP3248","Tryptophan metabolism","CID444493"
"https://identifiers.org/wikipathways/WP1099_r107084","WP1099","Nuclear receptors in lipid metabolism and toxicity","CID444493"
"https://identifiers.org/wikipathways/WP863_r109476","WP863","Nuclear receptors in lipid metabolism and toxicity","CID444493"
"https://identifiers.org/wikipathways/WP3916_r123359","WP3916","Hexoses metabolism in proximal tubules","CID444493"
"https://identifiers.org/wikipathways/WP784_r117187","WP784","Ketone bodies synthesis and degradation","CID444493"
"https://identifiers.org/wikipathways/WP349_r117020","WP349","Synthesis and degradation of ketone bodies","CID444493"
"https://identifiers.org/wikipathways/WP543_r116831","WP543","Synthesis and degradation of ketone bodies","CID444493"
"https://identifiers.org/wikipathways/WP989_r124928","WP989","Mitochondrial long chain fatty acid beta-oxidation","CID444493"
"https://identifiers.org/wikipathways/WP1020_r125343","WP1020","Fatty acid biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP521_r111034","WP521","Amino acid conjugation of benzoic acid","CID444493"
"https://identifiers.org/wikipathways/WP1287_r106953","WP1287","Amino acid conjugation of benzoic acid","CID444493"
"https://identifiers.org/wikipathways/WP1252_r106841","WP1252","Amino acid conjugation of benzoic acid","CID444493"
"https://identifiers.org/wikipathways/WP275_r120446","WP275","Arginine biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP1126_r122665","WP1126","Tryptophan metabolism","CID444493"
"https://identifiers.org/wikipathways/WP1326_r107094","WP1326","Nuclear receptors in lipid metabolism and toxicity","CID444493"
"https://identifiers.org/wikipathways/WP465_r122957","WP465","Tryptophan metabolism","CID444493"
"https://identifiers.org/wikipathways/WP3262_r123267","WP3262","Alanine and aspartate metabolism","CID444493"
"https://identifiers.org/wikipathways/WP143_r124923","WP143","Fatty acid beta-oxidation","CID444493"
"https://identifiers.org/wikipathways/WP7_r125063","WP7","Sulfur amino acid biosynthesis","CID444493"
"https://identifiers.org/wikipathways/WP214_r125509","WP214","Pyruvate dehydrogenase pathway","CID444493"
"https://identifiers.org/wikipathways/WP256_r125521","WP256","Cysteine biosynthesis from homoserine","CID444493"
"https://identifiers.org/wikipathways/WP368_r126356","WP368","Mitochondrial long chain fatty acid beta-oxidation","CID444493"
"https://identifiers.org/wikipathways/WP299_r126284","WP299","Nuclear receptors in lipid metabolism and toxicity","CID444493"
"https://identifiers.org/wikipathways/WP197_r120482","WP197","Cholesterol biosynthesis pathway","CID444493"
"https://identifiers.org/wikipathways/WP91_r124911","WP91","Fatty acid oxidation","CID444493"
"https://identifiers.org/wikipathways/WP528_r120525","WP528","Acetylcholine synthesis","CID444493"
"https://identifiers.org/wikipathways/WP5333_r126539","WP5333","Enterocyte cholesterol metabolism","CID444493"
"https://identifiers.org/wikipathways/WP106_r126966","WP106","Alanine and aspartate metabolism","CID444493"
"https://identifiers.org/wikipathways/WP5123_r126872","WP5123","Mitochondrial fatty acid oxidation disorders","CID444493"
"https://identifiers.org/wikipathways/WP165_r117354","WP165","Tryptophan biosynthesis","CID6305"
"https://identifiers.org/wikipathways/WP27_r117323","WP27","Phenylalanine, tyrosine, and tryptophan biosynthesis","CID6305"
"https://identifiers.org/wikipathways/WP301_r117356","WP301","Tryptophan degradation","CID6305"
"https://identifiers.org/wikipathways/WP3168_r117480","WP3168","Biogenic amine synthesis","CID6305"
"https://identifiers.org/wikipathways/WP3118_r117553","WP3118","Monoamine transport","CID6305"
"https://identifiers.org/wikipathways/WP3248_r105983","WP3248","Tryptophan metabolism","CID6305"
"https://identifiers.org/wikipathways/WP727_r116775","WP727","Monoamine transport","CID6305"
"https://identifiers.org/wikipathways/WP452_r120825","WP452","Tryptophan degradation via kynurenine","CID6305"
"https://identifiers.org/wikipathways/WP1126_r122665","WP1126","Tryptophan metabolism","CID6305"
"https://identifiers.org/wikipathways/WP465_r122957","WP465","Tryptophan metabolism","CID6305"
"https://identifiers.org/wikipathways/WP550_r126245","WP550","Biogenic amine synthesis","CID6305"
"https://identifiers.org/wikipathways/WP321_r117315","WP321","Nucleotide metabolism","CID190"
"https://identifiers.org/wikipathways/WP463_r117332","WP463","Purine fermentation","CID190"
"https://identifiers.org/wikipathways/WP3211_r117575","WP3211","Nucleotide metabolism","CID190"
"https://identifiers.org/wikipathways/WP1042_r120930","WP1042","Nucleotide GPCRs","CID190"
"https://identifiers.org/wikipathways/WP80_r126215","WP80","Nucleotide GPCRs","CID190"
"https://identifiers.org/wikipathways/WP321_r117315","WP321","Nucleotide metabolism","CID764"
"https://identifiers.org/wikipathways/WP463_r117332","WP463","Purine fermentation","CID764"
"https://identifiers.org/wikipathways/WP3211_r117575","WP3211","Nucleotide metabolism","CID764"
"https://identifiers.org/wikipathways/WP159_r117359","WP159","UDP-N-acetylgalactosamine biosynthesis","CID10040501"
"https://identifiers.org/wikipathways/WP54_r89653","WP54","Arginine degradation","CID6322"
"https://identifiers.org/wikipathways/WP275_r120446","WP275","Arginine biosynthesis","CID6322"
"https://identifiers.org/wikipathways/WP3245_r123273","WP3245","Urea cycle and metabolism of amino groups","CID6322"
"https://identifiers.org/wikipathways/WP497_r119105","WP497","Urea cycle and metabolism of amino groups","CID6322"
"https://identifiers.org/wikipathways/WP112_r117329","WP112","Principal pathways of carbon metabolism","CID177"
"https://identifiers.org/wikipathways/WP181_r117318","WP181","P-cymene degradation","CID177"
"https://identifiers.org/wikipathways/WP220_r117334","WP220","Ribose and deoxyribose phosphate metabolism","CID177"
"https://identifiers.org/wikipathways/WP515_r117299","WP515","Glycolysis and gluconeogenesis","CID177"
"https://identifiers.org/wikipathways/WP228_r109414","WP228","Deoxyribose phosphate metabolism","CID177"
"https://identifiers.org/wikipathways/WP261_r92999","WP261","Glycine biosynthesis","CID177"
"https://identifiers.org/wikipathways/WP260_r107252","WP260","Glucose-1-phosphate metabolism","CID5460024"
"https://identifiers.org/wikipathways/WP14_r125514","WP14","Sucrose biosynthesis","CID5460024"
"https://identifiers.org/wikipathways/WP132_r117277","WP132","Cholesterol biosynthesis","CID65728"
"https://identifiers.org/wikipathways/WP1070_r118367","WP1070","Cholesterol biosynthesis","CID65728"
"https://identifiers.org/wikipathways/WP1186_r117442","WP1186","Cholesterol biosynthesis","CID65728"
"https://identifiers.org/wikipathways/WP952_r117384","WP952","Cholesterol biosynthesis","CID65728"
"https://identifiers.org/wikipathways/WP5304_r125192","WP5304","Cholesterol metabolism","CID65728"
"https://identifiers.org/wikipathways/WP833_r117191","WP833","Cholesterol biosynthesis","CID65728"
"https://identifiers.org/wikipathways/WP103_r116834","WP103","Cholesterol biosynthesis","CID65728"
"https://identifiers.org/wikipathways/WP1387_r116846","WP1387","Cholesterol biosynthesis","CID65728"
"https://identifiers.org/wikipathways/WP197_r120482","WP197","Cholesterol biosynthesis pathway","CID65728"
"https://identifiers.org/wikipathways/WP5333_r126539","WP5333","Enterocyte cholesterol metabolism","CID65728"
"https://identifiers.org/wikipathways/WP36_r124941","WP36","De novo biosynthesis of pyrimidine deoxyribonucleotides","CID150855"
"https://identifiers.org/wikipathways/WP112_r117329","WP112","Principal pathways of carbon metabolism","CID724"
"https://identifiers.org/wikipathways/WP381_r117333","WP381","Riboflavin, FMN, and FAD biosynthesis","CID493570"
"https://identifiers.org/wikipathways/WP203_r118180","WP203","De novo biosynthesis of purine nucleotides","CID6804"
"https://identifiers.org/wikipathways/WP321_r117315","WP321","Nucleotide metabolism","CID6804"
"https://identifiers.org/wikipathways/WP3211_r117575","WP3211","Nucleotide metabolism","CID6804"
"https://identifiers.org/wikipathways/WP1023_r95764","WP1023","mRNA Processing","CID6804"
"https://identifiers.org/wikipathways/WP906_r95768","WP906","mRNA Processing","CID6804"
"https://identifiers.org/wikipathways/WP793_r117212","WP793","mRNA processing","CID6804"
"https://identifiers.org/wikipathways/WP529_r117004","WP529","mRNA processing","CID6804"
"https://identifiers.org/wikipathways/WP1142_r122786","WP1142","mRNA Processing","CID6804"
"https://identifiers.org/wikipathways/WP411_r126308","WP411","mRNA processing","CID6804"
"https://identifiers.org/wikipathways/WP416_r122754","WP416","Histidine, purine, and pyrimidine superpathway","CID6804"
"https://identifiers.org/wikipathways/WP112_r117329","WP112","Principal pathways of carbon metabolism","CID7027"
"https://identifiers.org/wikipathways/WP478_r117297","WP478","Glycogen catabolism","CID439341"
"https://identifiers.org/wikipathways/WP478_r117297","WP478","Glycogen catabolism","CID62698"
"https://identifiers.org/wikipathways/WP112_r117329","WP112","Principal pathways of carbon metabolism","CID91493"
"https://identifiers.org/wikipathways/WP214_r125509","WP214","Pyruvate dehydrogenase pathway","CID863"
"https://identifiers.org/wikipathways/WP228_r109414","WP228","Deoxyribose phosphate metabolism","CID13711"
"https://identifiers.org/wikipathways/WP220_r117334","WP220","Ribose and deoxyribose phosphate metabolism","CID13712"
"https://identifiers.org/wikipathways/WP228_r109414","WP228","Deoxyribose phosphate metabolism","CID13712"
"https://identifiers.org/wikipathways/WP112_r117329","WP112","Principal pathways of carbon metabolism","CID670"
"https://identifiers.org/wikipathways/WP36_r124941","WP36","De novo biosynthesis of pyrimidine deoxyribonucleotides","CID65063"
"https://identifiers.org/wikipathways/WP165_r117354","WP165","Tryptophan biosynthesis","CID23616411"
"https://identifiers.org/wikipathways/WP171_r117313","WP171","NAD salvage pathway","CID23616411"
"https://identifiers.org/wikipathways/WP203_r118180","WP203","De novo biosynthesis of purine nucleotides","CID23616411"
"https://identifiers.org/wikipathways/WP27_r117323","WP27","Phenylalanine, tyrosine, and tryptophan biosynthesis","CID23616411"
"https://identifiers.org/wikipathways/WP321_r117315","WP321","Nucleotide metabolism","CID23616411"
"https://identifiers.org/wikipathways/WP92_r117290","WP92","De novo biosynthesis of pyrimidine ribonucleotides","CID23616411"
"https://identifiers.org/wikipathways/WP3211_r117575","WP3211","Nucleotide metabolism","CID23616411"
"https://identifiers.org/wikipathways/WP95_r126209","WP95","Pyrimidine ribonucleotide salvage pathways","CID23616411"
"https://identifiers.org/wikipathways/WP452_r120825","WP452","Tryptophan degradation via kynurenine","CID23616411"
"https://identifiers.org/wikipathways/WP416_r122754","WP416","Histidine, purine, and pyrimidine superpathway","CID23616411"
"https://identifiers.org/wikipathways/WP328_r117271","WP328","Allantoin degradation","CID204"
"https://identifiers.org/wikipathways/WP171_r117313","WP171","NAD salvage pathway","CID936"
"https://identifiers.org/wikipathways/WP71_r70049","WP71","Lipases biosynthesis","CID123680"
"https://identifiers.org/wikipathways/WP472_r117324","WP472","Phosphatidic acid and phospholipid biosynthesis","CID13804"
"https://identifiers.org/wikipathways/WP472_r117324","WP472","Phosphatidic acid and phospholipid biosynthesis","CID13805"
"https://identifiers.org/wikipathways/WP266_r124926","WP266","Triglyceride biosynthesis","CID13804"
"https://identifiers.org/wikipathways/WP266_r124926","WP266","Triglyceride biosynthesis","CID13805"
"https://identifiers.org/wikipathways/WP398_r117351","WP398","Trehalose anabolism","CID7427"
"https://identifiers.org/wikipathways/WP70_r119989","WP70","Trehalose degradation, low osmolarity","CID7427"
"https://identifiers.org/wikipathways/WP181_r117318","WP181","P-cymene degradation","CID7463"
"https://identifiers.org/wikipathways/WP448_r118575","WP448","Mitochondrial long chain fatty acid beta-oxidation","CID24883423"
"https://identifiers.org/wikipathways/WP448_r118575","WP448","Mitochondrial long chain fatty acid beta-oxidation","CID5280768"
"https://identifiers.org/wikipathways/WP148_r121852","WP148","Fatty acid beta-oxidation 2","CID24883423"
"https://identifiers.org/wikipathways/WP148_r121852","WP148","Fatty acid beta-oxidation 2","CID5280768"
"https://identifiers.org/wikipathways/WP471_r119998","WP471","Beta-oxidation of unsaturated fatty acids","CID24883423"
"https://identifiers.org/wikipathways/WP471_r119998","WP471","Beta-oxidation of unsaturated fatty acids","CID5280768"
"https://identifiers.org/wikipathways/WP763_r117213","WP763","Mitochondrial long chain fatty acid beta-oxidation","CID24883423"
"https://identifiers.org/wikipathways/WP763_r117213","WP763","Mitochondrial long chain fatty acid beta-oxidation","CID5280768"
"https://identifiers.org/wikipathways/WP4034_r117793","WP4034","Mitochondrial fatty acid beta-oxidation","CID24883423"
"https://identifiers.org/wikipathways/WP4034_r117793","WP4034","Mitochondrial fatty acid beta-oxidation","CID5280768"
"https://identifiers.org/wikipathways/WP418_r118918","WP418","Beta-oxidation of unsaturated fatty acids","CID24883423"
"https://identifiers.org/wikipathways/WP418_r118918","WP418","Beta-oxidation of unsaturated fatty acids","CID5280768"
"https://identifiers.org/wikipathways/WP401_r117919","WP401","Mitochondrial long chain fatty acid beta-oxidation","CID24883423"
"https://identifiers.org/wikipathways/WP401_r117919","WP401","Mitochondrial long chain fatty acid beta-oxidation","CID5280768"
"https://identifiers.org/wikipathways/WP989_r124928","WP989","Mitochondrial long chain fatty acid beta-oxidation","CID24883423"
"https://identifiers.org/wikipathways/WP989_r124928","WP989","Mitochondrial long chain fatty acid beta-oxidation","CID5280768"
"https://identifiers.org/wikipathways/WP143_r124923","WP143","Fatty acid beta-oxidation","CID24883423"
"https://identifiers.org/wikipathways/WP143_r124923","WP143","Fatty acid beta-oxidation","CID5280768"
"https://identifiers.org/wikipathways/WP368_r126356","WP368","Mitochondrial long chain fatty acid beta-oxidation","CID24883423"
"https://identifiers.org/wikipathways/WP368_r126356","WP368","Mitochondrial long chain fatty acid beta-oxidation","CID5280768"
"https://identifiers.org/wikipathways/WP5123_r126872","WP5123","Mitochondrial fatty acid oxidation disorders","CID24883423"
"https://identifiers.org/wikipathways/WP5123_r126872","WP5123","Mitochondrial fatty acid oxidation disorders","CID5280768"
"https://identifiers.org/wikipathways/WP4050_r115060","WP4050","Pentose phosphate pathway","CID5460448"
"https://identifiers.org/wikipathways/WP427_r118592","WP427","Ketone bodies synthesis and degradation","CID91506"
"https://identifiers.org/wikipathways/WP5175_r125326","WP5175","Disorders in ketone body synthesis","CID91506"
"https://identifiers.org/wikipathways/WP5329_r126886","WP5329","Cholesterol biosynthesis pathway in hepatocytes","CID91506"
"https://identifiers.org/wikipathways/WP2_r118865","WP2","Valine biosynthesis","CID5204641"
"https://identifiers.org/wikipathways/WP4686_r122622","WP4686","Leucine, isoleucine and valine metabolism","CID5204641"
"https://identifiers.org/wikipathways/WP662_r122074","WP662","Amino acid metabolism","CID5204641"
"https://identifiers.org/wikipathways/WP3925_r123124","WP3925","Amino acid metabolism","CID5204641"
"https://identifiers.org/wikipathways/WP14_r125514","WP14","Sucrose biosynthesis","CID644101"
"https://identifiers.org/wikipathways/WP4162_r125299","WP4162","Poly(glycerol phosphate) wall teichoic acid biosynthesis","CID121225531"
"https://identifiers.org/wikipathways/WP4162_r125299","WP4162","Poly(glycerol phosphate) wall teichoic acid biosynthesis","CID121232710"
"https://identifiers.org/wikipathways/WP459_r117338","WP459","Serine biosynthesis","CID5892"
"https://identifiers.org/wikipathways/WP4191_r106347","WP4191","Caloric restriction and aging","CID5892"
"https://identifiers.org/wikipathways/WP5414_r127286","WP5414","IDO metabolic pathway","CID5892"
"https://identifiers.org/wikipathways/WP121_r125511","WP121","Colanic acid building blocks biosynthesis","CID5892"
"https://identifiers.org/wikipathways/WP427_r118592","WP427","Ketone bodies synthesis and degradation","CID6971017"
"https://identifiers.org/wikipathways/WP5175_r125326","WP5175","Disorders in ketone body synthesis","CID6971017"
"https://identifiers.org/wikipathways/WP4506_r123552","WP4506","Tyrosine metabolism and related disorders","CID6971017"
"https://identifiers.org/wikipathways/WP1935_r114951","WP1935","Transport of bile salts and organic acids, metal ions and amine compounds","CID6971017"
"https://identifiers.org/wikipathways/WP4981_r114751","WP4981","Phenylalanine and tyrosine metabolism","CID6971017"
"https://identifiers.org/wikipathways/WP4113_r114847","WP4113","Ketone body metabolism","CID6971017"
"https://identifiers.org/wikipathways/WP5195_r122514","WP5195","Disorders in ketolysis","CID6971017"
"https://identifiers.org/wikipathways/WP4686_r122622","WP4686","Leucine, isoleucine and valine metabolism","CID6971017"
"https://identifiers.org/wikipathways/WP4190_r124024","WP4190","Mevalonate arm of cholesterol biosynthesis pathway","CID6971017"
"https://identifiers.org/wikipathways/WP2631_r107271","WP2631","Superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","CID5"
"https://identifiers.org/wikipathways/WP5043_r125310","WP5043","Pentose phosphate pathway in senescent cells","CID177"
"https://identifiers.org/wikipathways/WP4265_r123509","WP4265","Ethanol metabolism resulting in production of ROS by CYP2E1","CID177"
"https://identifiers.org/wikipathways/WP2749_r115089","WP2749","Metabolism of steroid hormones","CID177"
"https://identifiers.org/wikipathways/WP4269_r117715","WP4269","Ethanol metabolism production of ROS by CYP2E1","CID177"
"https://identifiers.org/wikipathways/WP4085_r112448","WP4085","Phase I - Functionalization of compounds","CID177"
"https://identifiers.org/wikipathways/WP1804_r114980","WP1804","DNA Damage Reversal","CID177"
"https://identifiers.org/wikipathways/WP4268_r106992","WP4268","Ethanol metabolism resulting in production of ROS by CYP2E1","CID177"
"https://identifiers.org/wikipathways/WP2740_r115029","WP2740","Glycerophospholipid biosynthesis","CID177"
"https://identifiers.org/wikipathways/WP4050_r115060","WP4050","Pentose phosphate pathway","CID177"
"https://identifiers.org/wikipathways/WP4742_r122056","WP4742","Ketogenesis and ketolysis","CID96"
"https://identifiers.org/wikipathways/WP1935_r114951","WP1935","Transport of bile salts and organic acids, metal ions and amine compounds","CID96"
"https://identifiers.org/wikipathways/WP4113_r114847","WP4113","Ketone body metabolism","CID96"
"https://identifiers.org/wikipathways/WP427_r118592","WP427","Ketone bodies synthesis and degradation","CID92153"
"https://identifiers.org/wikipathways/WP5175_r125326","WP5175","Disorders in ketone body synthesis","CID92153"
"https://identifiers.org/wikipathways/WP4742_r122056","WP4742","Ketogenesis and ketolysis","CID92153"
"https://identifiers.org/wikipathways/WP3963_r107557","WP3963","Mevalonate pathway","CID92153"
